fixture_id	fixture_class	tier	method_id	method_family	method_parameters	command_line	profile	input_manifest_path	metadata_path	input_fasta_path	expected_paths_path	output_gfa_path	normalized_gfa_path	command_log_path	stdout_log_path	stderr_log_path	metrics_json_path	fixture_notes_path	exact_path_preservation	hard_path_corruption	path_corruption_detail	expected_topology_status	expected_topology_assertion_id	expected_topology_message	missing_path_count	extra_path_count	path_name_stable	graph_size_bytes	segment_count	link_count	path_count	total_segment_bp	total_path_steps	node_depth_min	node_depth_p05	node_depth_median	node_depth_p95	node_depth_max	path_depth_min	path_depth_p05	path_depth_median	path_depth_p95	path_depth_max	white_space_proxy_bp_total	white_space_proxy_bp_p95	white_space_proxy_bp_p99	white_space_proxy_bp_max	self_loop_count	repeat_loop_count	bubble_count	flubble_count	long_link_count	long_link_max_span_bp	runtime_seconds	max_rss_kb	command_status	exit_code	skip_reason	skipped_optional_tool_reason	mandatory_unavailable	candidate_count	candidate_skipped_count	candidate_skip_reasons	render_status	render_path	render_skip_reason	profile_fixture_included	tool_available	validation_log_path
snp_bubble_3path	snp_bubble	ci	local_syng_raw	Raw/local SYNG-derived graph construction	fixture-local;strategy=raw_paths;threads=1;normalization=copy;candidate_windows=none;path_guard=record	python3 scripts/local_compression_testbed.py run --profile fast --manifest tests/test_data/local_compression/manifest.json --fixtures snp_bubble_3path --methods local_syng_raw --out-dir docs/evaluations/local-compression-testbed-fast	fast	tests/test_data/local_compression/manifest.json	tests/test_data/local_compression/snp_bubble_3path/metadata.json	tests/test_data/local_compression/snp_bubble_3path/input.fa	tests/test_data/local_compression/snp_bubble_3path/expected_paths.tsv	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_raw/output.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_raw/output.normalized.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_raw/command.sh	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_raw/stdout.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_raw/stderr.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_raw/metrics.json	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/notes.md	pass	false	all expected path names and spellings preserved	fail	single_ordered_snp_bubble	link_count: observed 0 below min 1; path_depth_median: observed 1 below min 2; bubble_count: observed 0 below min 1; flubble_count: observed 0 below min 1	0	0	true	343	3	0	3	81	3	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.000455	NA	pass	0			false	0	0		skipped		render_tool_not_configured_for_fast_profile	true		docs/evaluations/local-compression-testbed-fast/fixture-validation.log
snp_bubble_3path	snp_bubble	ci	local_syng_crush_auto	SYNG plus existing flubble/local crush variant	fixture-local;strategy=compact_bubble;threads=1;resolver=auto;candidate_policy=all_fixture_variants;path_guard=record	python3 scripts/local_compression_testbed.py run --profile fast --manifest tests/test_data/local_compression/manifest.json --fixtures snp_bubble_3path --methods local_syng_crush_auto --out-dir docs/evaluations/local-compression-testbed-fast	fast	tests/test_data/local_compression/manifest.json	tests/test_data/local_compression/snp_bubble_3path/metadata.json	tests/test_data/local_compression/snp_bubble_3path/input.fa	tests/test_data/local_compression/snp_bubble_3path/expected_paths.tsv	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_auto/output.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_auto/output.normalized.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_auto/command.sh	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_auto/stdout.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_auto/stderr.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_auto/metrics.json	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/notes.md	pass	false	all expected path names and spellings preserved	pass	single_ordered_snp_bubble	single_ordered_snp_bubble satisfied	0	0	true	500	5	6	3	29	9	1	1	1	3	3	3	3	3	3	3	0	0	0	0	0	0	1	1	0	0	0.000395	NA	pass	0			false	1	0		skipped		render_tool_not_configured_for_fast_profile	true		docs/evaluations/local-compression-testbed-fast/fixture-validation.log
snp_bubble_3path	snp_bubble	ci	local_syng_crush_poa	SYNG plus POA/SPOA local crush	fixture-local;strategy=compact_bubble;threads=1;resolver=poa_spoa;polish_rounds=1;path_guard=record	python3 scripts/local_compression_testbed.py run --profile fast --manifest tests/test_data/local_compression/manifest.json --fixtures snp_bubble_3path --methods local_syng_crush_poa --out-dir docs/evaluations/local-compression-testbed-fast	fast	tests/test_data/local_compression/manifest.json	tests/test_data/local_compression/snp_bubble_3path/metadata.json	tests/test_data/local_compression/snp_bubble_3path/input.fa	tests/test_data/local_compression/snp_bubble_3path/expected_paths.tsv	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poa/output.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poa/output.normalized.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poa/command.sh	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poa/stdout.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poa/stderr.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poa/metrics.json	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/notes.md	pass	false	all expected path names and spellings preserved	pass	single_ordered_snp_bubble	single_ordered_snp_bubble satisfied	0	0	true	500	5	6	3	29	9	1	1	1	3	3	3	3	3	3	3	0	0	0	0	0	0	1	1	0	0	0.000353	NA	pass	0			false	1	0		skipped		render_tool_not_configured_for_fast_profile	true		docs/evaluations/local-compression-testbed-fast/fixture-validation.log
snp_bubble_3path	snp_bubble	ci	local_syng_crush_poasta	SYNG plus abPOA/POASTA local crush	fixture-local;strategy=compact_bubble;threads=1;resolver=poasta_abpoa;polish_rounds=1;path_guard=record	python3 scripts/local_compression_testbed.py run --profile fast --manifest tests/test_data/local_compression/manifest.json --fixtures snp_bubble_3path --methods local_syng_crush_poasta --out-dir docs/evaluations/local-compression-testbed-fast	fast	tests/test_data/local_compression/manifest.json	tests/test_data/local_compression/snp_bubble_3path/metadata.json	tests/test_data/local_compression/snp_bubble_3path/input.fa	tests/test_data/local_compression/snp_bubble_3path/expected_paths.tsv	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poasta/output.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poasta/output.normalized.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poasta/command.sh	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poasta/stdout.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poasta/stderr.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_poasta/metrics.json	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/notes.md	pass	false	all expected path names and spellings preserved	pass	single_ordered_snp_bubble	single_ordered_snp_bubble satisfied	0	0	true	500	5	6	3	29	9	1	1	1	3	3	3	3	3	3	3	0	0	0	0	0	0	1	1	0	0	0.000363	NA	pass	0			false	1	0		skipped		render_tool_not_configured_for_fast_profile	true		docs/evaluations/local-compression-testbed-fast/fixture-validation.log
snp_bubble_3path	snp_bubble	ci	local_syng_crush_sweepga	SYNG plus SweepGA/seqwish local crush	fixture-local;strategy=compact_bubble;threads=1;resolver=sweepga_seqwish;seqwish_k=19;filter=off;path_guard=record	python3 scripts/local_compression_testbed.py run --profile fast --manifest tests/test_data/local_compression/manifest.json --fixtures snp_bubble_3path --methods local_syng_crush_sweepga --out-dir docs/evaluations/local-compression-testbed-fast	fast	tests/test_data/local_compression/manifest.json	tests/test_data/local_compression/snp_bubble_3path/metadata.json	tests/test_data/local_compression/snp_bubble_3path/input.fa	tests/test_data/local_compression/snp_bubble_3path/expected_paths.tsv	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_sweepga/output.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_sweepga/output.normalized.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_sweepga/command.sh	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_sweepga/stdout.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_sweepga/stderr.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/local_syng_crush_sweepga/metrics.json	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/notes.md	pass	false	all expected path names and spellings preserved	pass	single_ordered_snp_bubble	single_ordered_snp_bubble satisfied	0	0	true	500	5	6	3	29	9	1	1	1	3	3	3	3	3	3	3	0	0	0	0	0	0	1	1	0	0	0.00037	NA	pass	0			false	1	0		skipped		render_tool_not_configured_for_fast_profile	true		docs/evaluations/local-compression-testbed-fast/fixture-validation.log
snp_bubble_3path	snp_bubble	ci	top_flubble_nonoverlap_sweepga	Highest-level non-overlapping flubble-window crush	fixture-local;strategy=compact_bubble;threads=1;window_policy=highest_nonoverlap_flubble;resolver=sweepga_seqwish;seqwish_k=19;path_guard=record	python3 scripts/local_compression_testbed.py run --profile fast --manifest tests/test_data/local_compression/manifest.json --fixtures snp_bubble_3path --methods top_flubble_nonoverlap_sweepga --out-dir docs/evaluations/local-compression-testbed-fast	fast	tests/test_data/local_compression/manifest.json	tests/test_data/local_compression/snp_bubble_3path/metadata.json	tests/test_data/local_compression/snp_bubble_3path/input.fa	tests/test_data/local_compression/snp_bubble_3path/expected_paths.tsv	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/top_flubble_nonoverlap_sweepga/output.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/top_flubble_nonoverlap_sweepga/output.normalized.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/top_flubble_nonoverlap_sweepga/command.sh	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/top_flubble_nonoverlap_sweepga/stdout.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/top_flubble_nonoverlap_sweepga/stderr.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/top_flubble_nonoverlap_sweepga/metrics.json	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/notes.md	pass	false	all expected path names and spellings preserved	pass	single_ordered_snp_bubble	single_ordered_snp_bubble satisfied	0	0	true	500	5	6	3	29	9	1	1	1	3	3	3	3	3	3	3	0	0	0	0	0	0	1	1	0	0	0.000345	NA	pass	0			false	1	0		skipped		render_tool_not_configured_for_fast_profile	true		docs/evaluations/local-compression-testbed-fast/fixture-validation.log
snp_bubble_3path	snp_bubble	ci	chunk_window_smooth_or_crush	SmoothXG-style sorted/chunk-window smoothing or crush	fixture-local;strategy=compact_bubble;threads=1;window_policy=sorted_chunk;chunk_bp=512;min_invariant_gap_bp=5;resolver=local_smooth_or_crush;path_guard=record	python3 scripts/local_compression_testbed.py run --profile fast --manifest tests/test_data/local_compression/manifest.json --fixtures snp_bubble_3path --methods chunk_window_smooth_or_crush --out-dir docs/evaluations/local-compression-testbed-fast	fast	tests/test_data/local_compression/manifest.json	tests/test_data/local_compression/snp_bubble_3path/metadata.json	tests/test_data/local_compression/snp_bubble_3path/input.fa	tests/test_data/local_compression/snp_bubble_3path/expected_paths.tsv	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/chunk_window_smooth_or_crush/output.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/chunk_window_smooth_or_crush/output.normalized.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/chunk_window_smooth_or_crush/command.sh	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/chunk_window_smooth_or_crush/stdout.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/chunk_window_smooth_or_crush/stderr.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/chunk_window_smooth_or_crush/metrics.json	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/notes.md	pass	false	all expected path names and spellings preserved	pass	single_ordered_snp_bubble	single_ordered_snp_bubble satisfied	0	0	true	500	5	6	3	29	9	1	1	1	3	3	3	3	3	3	3	0	0	0	0	0	0	1	1	0	0	0.000367	NA	pass	0			false	1	0		skipped		render_tool_not_configured_for_fast_profile	true		docs/evaluations/local-compression-testbed-fast/fixture-validation.log
snp_bubble_3path	snp_bubble	ci	whole_region_sweepga_seqwish	Whole-region SweepGA/seqwish induction	fixture-local;strategy=compact_bubble;threads=1;window_policy=whole_fixture;resolver=sweepga_seqwish;seqwish_k=19;filter=off;path_guard=record	python3 scripts/local_compression_testbed.py run --profile fast --manifest tests/test_data/local_compression/manifest.json --fixtures snp_bubble_3path --methods whole_region_sweepga_seqwish --out-dir docs/evaluations/local-compression-testbed-fast	fast	tests/test_data/local_compression/manifest.json	tests/test_data/local_compression/snp_bubble_3path/metadata.json	tests/test_data/local_compression/snp_bubble_3path/input.fa	tests/test_data/local_compression/snp_bubble_3path/expected_paths.tsv	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/whole_region_sweepga_seqwish/output.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/whole_region_sweepga_seqwish/output.normalized.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/whole_region_sweepga_seqwish/command.sh	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/whole_region_sweepga_seqwish/stdout.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/whole_region_sweepga_seqwish/stderr.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/whole_region_sweepga_seqwish/metrics.json	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/notes.md	pass	false	all expected path names and spellings preserved	pass	single_ordered_snp_bubble	single_ordered_snp_bubble satisfied	0	0	true	500	5	6	3	29	9	1	1	1	3	3	3	3	3	3	3	0	0	0	0	0	0	1	1	0	0	0.00035	NA	pass	0			false	1	0		skipped		render_tool_not_configured_for_fast_profile	true		docs/evaluations/local-compression-testbed-fast/fixture-validation.log
snp_bubble_3path	snp_bubble	ci	pggb_control	Bounded PGGB-style whole-region control	control=bounded;provider=internal_impg_graph_pggb;engine=pggb;aligner=fastga-via-impg;threads=1;timeout=120s;target-poa-length=64;max-node-length=64;path_guard=record	/usr/bin/time -v /usr/bin/timeout 120s /home/erikg/impg/.wg-worktrees/agent-609/target/debug/impg graph --sequence-files tests/test_data/local_compression/snp_bubble_3path/input.fa --gfa-engine pggb --fastga --threads 1 --min-match-len 1 --min-map-length 1 --target-poa-length 64 --max-node-length 64 --poa-padding-fraction 0 -g docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/pggb_control/output.gfa --scaffold-jump 0 --scaffold-mass 1	fast	tests/test_data/local_compression/manifest.json	tests/test_data/local_compression/snp_bubble_3path/metadata.json	tests/test_data/local_compression/snp_bubble_3path/input.fa	tests/test_data/local_compression/snp_bubble_3path/expected_paths.tsv	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/pggb_control/output.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/pggb_control/output.normalized.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/pggb_control/command.sh	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/pggb_control/stdout.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/pggb_control/stderr.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/pggb_control/metrics.json	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/notes.md	pass	false	all expected path names and spellings preserved	fail	single_ordered_snp_bubble	link_count: observed 0 below min 1; path_depth_median: observed 1 below min 2; bubble_count: observed 0 below min 1; flubble_count: observed 0 below min 1	0	0	true	214	3	0	3	81	3	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1.428901	266240	pass	0			false	1	0		skipped		render_tool_not_configured_for_fast_profile	true	true	docs/evaluations/local-compression-testbed-fast/fixture-validation.log
snp_bubble_3path	snp_bubble	ci	smoothxg_control	Bounded SmoothXG-style local control	control=bounded;provider=internal_impg_smoothxg_stage_via_pggb_engine;engine=pggb;input-paf=empty;threads=1;timeout=120s;target-poa-length=64;max-node-length=64;path_guard=record	/usr/bin/time -v /usr/bin/timeout 120s /home/erikg/impg/.wg-worktrees/agent-609/target/debug/impg graph --sequence-files tests/test_data/local_compression/snp_bubble_3path/input.fa --paf-file docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/smoothxg_control/empty.paf --gfa-engine pggb --threads 1 --min-match-len 1 --min-map-length 1 --target-poa-length 64 --max-node-length 64 --poa-padding-fraction 0 -g docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/smoothxg_control/output.gfa	fast	tests/test_data/local_compression/manifest.json	tests/test_data/local_compression/snp_bubble_3path/metadata.json	tests/test_data/local_compression/snp_bubble_3path/input.fa	tests/test_data/local_compression/snp_bubble_3path/expected_paths.tsv	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/smoothxg_control/output.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/smoothxg_control/output.normalized.gfa	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/smoothxg_control/command.sh	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/smoothxg_control/stdout.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/smoothxg_control/stderr.log	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/smoothxg_control/metrics.json	docs/evaluations/local-compression-testbed-fast/fixtures/snp_bubble_3path/notes.md	pass	false	all expected path names and spellings preserved	fail	single_ordered_snp_bubble	link_count: observed 0 below min 1; path_depth_median: observed 1 below min 2; bubble_count: observed 0 below min 1; flubble_count: observed 0 below min 1	0	0	true	214	3	0	3	81	3	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.031681	28672	pass	0			false	1	0		skipped		render_tool_not_configured_for_fast_profile	true	true	docs/evaluations/local-compression-testbed-fast/fixture-validation.log
